"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"14/08/2024","36,500.0","36,600.0","37,650.0","36,450.0","5.04M","0.14%"
"13/08/2024","36,450.0","36,900.0","39,000.0","36,150.0","2.75M","-0.82%"
"12/08/2024","36,750.0","36,300.0","37,200.0","36,300.0","3.23M","1.24%"
"09/08/2024","36,300.0","35,700.0","37,000.0","35,700.0","3.40M","1.68%"
"08/08/2024","35,700.0","36,200.0","36,400.0","35,300.0","2.85M","-1.38%"
"07/08/2024","36,200.0","35,800.0","36,450.0","35,100.0","4.12M","1.97%"
"06/08/2024","35,500.0","33,200.0","35,850.0","33,200.0","3.18M","2.90%"
"05/08/2024","34,500.0","36,450.0","36,470.0","34,350.0","5.45M","-6.38%"
"02/08/2024","36,850.0","35,500.0","36,850.0","34,800.0","4.12M","3.37%"
"01/08/2024","35,650.0","37,400.0","37,400.0","35,400.0","6.05M","-3.91%"
"31/07/2024","37,100.0","37,700.0","38,000.0","37,100.0","3.67M","-1.59%"
"30/07/2024","37,700.0","38,100.0","38,100.0","37,100.0","3.32M","-0.66%"
"29/07/2024","37,950.0","36,650.0","38,100.0","36,450.0","7.82M","4.55%"
"26/07/2024","36,300.0","36,000.0","36,450.0","35,650.0","2.92M","1.54%"
"25/07/2024","35,750.0","35,600.0","36,050.0","35,400.0","2.14M","0.00%"
"24/07/2024","35,750.0","34,650.0","36,250.0","34,100.0","3.73M","2.00%"
"23/07/2024","35,050.0","36,100.0","36,450.0","35,000.0","4.53M","-2.64%"
"22/07/2024","36,000.0","37,000.0","37,300.0","35,550.0","6.05M","-3.49%"
"19/07/2024","37,300.0","38,000.0","38,000.0","37,100.0","3.15M","-2.10%"
"18/07/2024","38,100.0","37,300.0","38,200.0","36,900.0","5.16M","2.97%"
"17/07/2024","37,000.0","39,450.0","39,450.0","36,400.0","10.99M","-5.37%"
"16/07/2024","39,100.0","39,450.0","39,850.0","39,000.0","3.36M","-0.76%"
"15/07/2024","39,400.0","39,900.0","40,250.0","38,800.0","4.20M","-1.01%"
"12/07/2024","39,800.0","39,200.0","39,850.0","38,900.0","5.68M","1.53%"
"11/07/2024","39,200.0","41,000.0","41,000.0","39,200.0","9.76M","-3.69%"
"10/07/2024","40,700.0","40,400.0","41,300.0","40,100.0","7.62M","0.74%"
"09/07/2024","40,400.0","40,800.0","41,800.0","40,300.0","5.80M","0.75%"
"08/07/2024","40,100.0","38,050.0","40,100.0","38,050.0","17.25M","6.93%"
"05/07/2024","37,500.0","37,600.0","38,300.0","37,150.0","4.54M","0.67%"
"04/07/2024","37,250.0","37,600.0","38,050.0","36,900.0","4.42M","-0.67%"
"03/07/2024","37,500.0","37,400.0","38,600.0","37,000.0","7.88M","1.21%"
"02/07/2024","37,050.0","37,200.0","37,750.0","36,900.0","4.76M","1.23%"
"01/07/2024","36,600.0","36,100.0","36,650.0","35,800.0","1.84M","1.67%"
"28/06/2024","36,000.0","37,200.0","37,400.0","35,850.0","3.71M","-3.74%"
"27/06/2024","37,400.0","37,000.0","37,900.0","36,850.0","5.45M","1.63%"
"26/06/2024","36,800.0","36,250.0","36,800.0","35,800.0","2.78M","1.52%"
"25/06/2024","36,250.0","35,950.0","36,300.0","35,500.0","2.86M","1.40%"
"24/06/2024","35,750.0","37,000.0","37,450.0","35,400.0","7.07M","-8.92%"
"21/06/2024","39,250.0","39,400.0","40,050.0","39,100.0","5.45M","-0.13%"
"20/06/2024","39,300.0","39,800.0","39,800.0","38,750.0","3.63M","0.00%"
"19/06/2024","39,300.0","38,700.0","40,650.0","38,650.0","9.19M","2.21%"
"18/06/2024","38,450.0","38,000.0","38,700.0","38,000.0","2.92M","1.72%"
"17/06/2024","37,800.0","37,550.0","38,200.0","37,550.0","4.58M","0.80%"
"14/06/2024","37,500.0","39,050.0","39,300.0","37,500.0","9.20M","-3.85%"
"13/06/2024","39,000.0","39,550.0","39,850.0","38,950.0","4.39M","-1.14%"
"12/06/2024","39,450.0","39,550.0","39,850.0","38,700.0","4.16M","0.51%"
"11/06/2024","39,250.0","39,100.0","40,000.0","38,950.0","6.79M","1.29%"
"10/06/2024","38,750.0","39,500.0","39,500.0","38,600.0","3.60M","-0.90%"
"07/06/2024","39,100.0","38,800.0","39,750.0","38,450.0","9.06M","1.96%"
"06/06/2024","38,350.0","38,000.0","38,750.0","37,800.0","4.20M","0.92%"
"05/06/2024","38,000.0","38,800.0","38,900.0","37,750.0","6.11M","-1.55%"
"04/06/2024","38,600.0","38,900.0","39,150.0","38,350.0","4.30M","-0.77%"
"03/06/2024","38,900.0","37,850.0","40,050.0","37,550.0","10.79M","3.60%"
"31/05/2024","37,550.0","37,600.0","37,950.0","37,250.0","3.25M","-0.40%"
"30/05/2024","37,700.0","37,300.0","37,750.0","36,500.0","10.13M","-0.79%"
"29/05/2024","38,000.0","38,700.0","39,350.0","37,650.0","9.38M","-1.30%"
"28/05/2024","38,500.0","38,450.0","38,700.0","38,200.0","3.54M","0.26%"
"27/05/2024","38,400.0","38,200.0","39,000.0","37,400.0","4.72M","1.59%"
"24/05/2024","37,800.0","38,550.0","38,900.0","36,550.0","9.13M","-3.32%"
"23/05/2024","39,100.0","38,750.0","39,800.0","38,300.0","5.07M","0.90%"
"22/05/2024","38,750.0","39,000.0","39,250.0","38,050.0","4.07M","-0.13%"
"21/05/2024","38,800.0","36,850.0","38,950.0","36,500.0","10.02M","5.29%"
"20/05/2024","36,850.0","38,000.0","38,000.0","36,850.0","4.19M","-1.21%"
"17/05/2024","37,300.0","36,950.0","37,650.0","36,550.0","4.96M","0.54%"
"16/05/2024","37,100.0","36,500.0","37,150.0","36,100.0","8.56M","2.49%"
"15/05/2024","36,200.0","34,600.0","36,300.0","34,250.0","10.75M","5.23%"
"14/05/2024","34,400.0","34,550.0","34,550.0","33,900.0","2.19M","0.29%"
