"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"14/12/2023","20,461.5","20,753.8","20,802.6","20,364.1","10.13M","-0.47%"
"13/12/2023","20,559.0","21,241.0","21,484.6","20,461.5","12.85M","-2.99%"
"12/12/2023","21,192.3","21,241.0","21,533.3","21,143.6","6.33M","0.23%"
"11/12/2023","21,143.6","21,533.3","21,630.8","21,046.2","8.58M","-1.81%"
"08/12/2023","21,533.3","21,825.6","22,556.4","21,435.9","17.01M","-1.56%"
"07/12/2023","21,874.4","22,166.7","22,215.4","20,948.7","22.30M","-1.10%"
"06/12/2023","22,117.9","21,825.6","22,215.4","21,533.3","10.34M","1.79%"
"05/12/2023","21,728.2","21,679.5","22,020.5","21,582.1","12.46M","0.22%"
"04/12/2023","21,679.5","21,630.8","22,215.4","21,435.9","20.80M","2.30%"
"01/12/2023","21,192.3","21,046.2","21,241.0","20,656.4","9.23M","1.40%"
"30/11/2023","20,900.0","21,192.3","21,435.9","20,851.3","10.59M","-1.38%"
"29/11/2023","21,192.3","20,753.8","21,241.0","20,607.7","11.68M","2.11%"
"28/11/2023","20,753.8","20,169.2","20,753.8","19,633.3","12.19M","3.15%"
"27/11/2023","20,120.5","20,461.5","20,607.7","20,023.1","7.22M","-1.43%"
"24/11/2023","20,412.8","20,266.7","20,412.8","19,389.7","17.24M","2.19%"
"23/11/2023","19,974.4","21,435.9","21,533.3","19,974.4","19.11M","-6.82%"
"22/11/2023","21,435.9","21,289.7","21,533.3","21,094.9","12.05M","0.46%"
"21/11/2023","21,338.5","21,435.9","22,069.2","21,241.0","15.00M","0.92%"
"20/11/2023","21,143.6","20,412.8","21,192.3","20,364.1","10.99M","1.17%"
"17/11/2023","20,900.0","21,143.6","21,435.9","20,461.5","19.11M","-0.69%"
"16/11/2023","21,046.2","20,851.3","21,046.2","20,510.3","8.56M","0.47%"
"15/11/2023","20,948.7","21,825.6","21,825.6","20,900.0","16.29M","-0.92%"
"14/11/2023","21,143.6","21,241.0","21,338.5","20,510.3","13.58M","0.93%"
"13/11/2023","20,948.7","20,120.5","21,338.5","20,120.5","20.39M","4.12%"
"10/11/2023","20,120.5","20,023.1","20,900.0","19,974.4","15.61M","-0.72%"
"09/11/2023","20,266.7","20,753.8","20,948.7","20,266.7","13.84M","-1.42%"
"08/11/2023","20,559.0","19,146.2","20,559.0","19,097.4","17.84M","6.84%"
"07/11/2023","19,243.6","19,292.3","19,584.6","19,097.4","11.77M","-1.25%"
"06/11/2023","19,487.2","19,048.7","19,487.2","18,853.8","13.69M","2.83%"
"03/11/2023","18,951.3","18,512.8","19,000.0","18,171.8","14.97M","2.91%"
"02/11/2023","18,415.4","17,635.9","18,415.4","17,392.3","14.50M","6.78%"
"01/11/2023","17,246.2","16,515.4","17,246.2","16,417.9","6.06M","4.12%"
"31/10/2023","16,564.1","17,148.7","17,197.4","16,369.2","7.86M","-1.16%"
"30/10/2023","16,759.0","17,148.7","17,587.2","16,759.0","6.75M","-2.55%"
"27/10/2023","17,197.4","16,271.8","17,197.4","15,833.3","9.35M","6.32%"
"26/10/2023","16,174.4","16,905.1","16,953.8","16,174.4","13.91M","-6.74%"
"25/10/2023","17,343.6","17,392.3","17,830.8","17,294.9","6.12M","0.56%"
"24/10/2023","17,246.2","17,294.9","17,441.0","16,807.7","4.60M","0.00%"
"23/10/2023","17,246.2","17,343.6","17,635.9","16,905.1","7.80M","-0.56%"
"20/10/2023","17,343.6","16,564.1","17,343.6","16,515.4","7.57M","4.71%"
"19/10/2023","16,564.1","16,564.1","16,856.4","15,687.2","10.21M","0.00%"
"18/10/2023","16,564.1","17,733.3","17,782.1","16,320.5","19.48M","-5.56%"
"17/10/2023","17,538.5","18,415.4","18,805.1","17,538.5","6.70M","-4.25%"
"16/10/2023","18,317.9","19,146.2","19,243.6","18,317.9","7.20M","-4.33%"
"13/10/2023","19,146.2","18,853.8","19,194.9","18,561.5","5.77M","-0.25%"
"12/10/2023","19,194.9","19,389.7","19,730.8","18,902.6","6.72M","0.00%"
"11/10/2023","19,194.9","18,853.8","19,194.9","18,659.0","6.70M","2.07%"
"10/10/2023","18,805.1","19,097.4","19,292.3","18,805.1","6.95M","-0.26%"
"09/10/2023","18,853.8","18,220.5","19,000.0","18,220.5","7.87M","3.20%"
"06/10/2023","18,269.2","17,879.5","18,512.8","17,441.0","7.73M","2.18%"
"05/10/2023","17,879.5","18,707.7","18,805.1","17,879.5","7.02M","-3.93%"
"04/10/2023","18,610.3","17,538.5","19,097.4","17,538.5","12.35M","2.14%"
"03/10/2023","18,220.5","19,097.4","19,194.9","18,220.5","18.60M","-6.97%"
"02/10/2023","19,584.6","19,633.3","19,974.4","19,389.7","6.92M","0.50%"
"29/09/2023","19,487.2","19,974.4","20,023.1","19,341.0","8.45M","-1.48%"
"28/09/2023","19,779.5","19,194.9","19,925.6","18,902.6","11.07M","1.50%"
"27/09/2023","19,487.2","18,610.3","19,487.2","18,220.5","11.84M","5.26%"
"26/09/2023","18,512.8","19,389.7","19,682.1","18,512.8","20.32M","-5.24%"
"25/09/2023","19,535.9","20,656.4","21,046.2","19,535.9","17.10M","-6.96%"
"22/09/2023","20,997.4","21,874.4","22,020.5","20,997.4","34.49M","-6.91%"
"21/09/2023","22,556.4","22,410.3","23,287.2","22,312.8","17.85M","0.00%"
"20/09/2023","22,556.4","22,410.3","22,653.8","22,264.1","8.28M","0.65%"
"19/09/2023","22,410.3","21,435.9","22,410.3","20,851.3","18.39M","5.50%"
"18/09/2023","21,241.0","20,851.3","21,533.3","20,851.3","12.48M","1.87%"
"15/09/2023","20,851.3","20,851.3","21,435.9","20,461.5","10.74M","0.47%"
"14/09/2023","20,753.8","21,435.9","21,435.9","20,461.5","13.60M","-3.18%"
"13/09/2023","21,435.9","21,435.9","22,264.1","21,046.2","16.80M","0.69%"
